[2026-03-11 02:01:31] ========== TRAINING START ==========
[2026-03-11 02:01:31] Duration: 10h 0m 0s
[2026-03-11 02:01:31] Dataset: climbmix
[2026-03-11 02:01:31] Shards: 10
[2026-03-11 02:01:31] Workers: 39
[2026-03-11 02:01:31] ====================================
[2026-03-11 02:01:36] Using 'uv' runner to start training (TIME_BUDGET=36000s)
🔍 Verifying required packages...
📦 [Fallback] Installing missing dependency: psutil...
✅ Successfully installed psutil
Vocab size: 8,192
🔨 Building model: depth=8, batch_size=96
Pre-build | VRAM - Allocated: 0.0GB | Reserved: 0.0GB | Available: 70.7GB | Total: 79.2GB
✅ Model built successfully with 8 layers
Post-build | VRAM - Allocated: 0.5GB | Reserved: 0.6GB | Available: 70.1GB | Total: 79.2GB
Parameter counts:
  wte                     : 8,388,608
  value_embeds            : 33,554,432
  lm_head                 : 8,388,608
  transformer_matrices    : 100,664,320
  scalars                 : 16
  total                   : 150,995,984
Estimated FLOPs per token: 7.801467e+08
Gradient accumulation steps: 5 (adjusted batch: 983,040 tokens)
Scaling AdamW LRs by 1/sqrt(1024/768) = 0.866025
🚀 Starting training with CURRENT_BATCH_SIZE=96, CURRENT_DEPTH=8
Time budget: 36000s
Gradient accumulation steps: 5
step 00000 (0.0%) | loss: 9.011393 | lrm: 1.00 | dt: 21953ms | tok/sec: 44,779 | mfu: 0.7% | epoch: 1 | remaining: 36000s    [2026-03-11 02:02:05] ✓ Training initialization complete, timer started
step 01996 (57.8%) | loss: 2.601246 | lrm: 0.84 | dt: 10201ms | tok/sec: 96,365 | mfu: 1.5% | epoch: 4 | remaining: 15166s    
step 01997 (57.9%) | loss: 2.602185 | lrm: 0.84 | dt: 10155ms | tok/sec: 96,802 | mfu: 1.5% | epoch: 4 | remaining: 15156s    
step 01998 (57.9%) | loss: 2.598615 | lrm: 0.84 | dt: 10200ms | tok/sec: 96,379 | mfu: 1.5% | epoch: 4 | remaining: 15146s    
step 01999 (57.9%) | loss: 2.595061 | lrm: 0.84 | dt: 10158ms | tok/sec: 96,773 | mfu: 1.5% | epoch: 4 | remaining: 15136s    
step 02000 (58.0%) | loss: 2.588267 | lrm: 0.84 | dt: 10176ms | tok/sec: 96,604 | mfu: 1.5% | epoch: 4 | remaining: 15125s    
step 02001 (58.0%) | loss: 2.591392 | lrm: 0.84 | dt: 10180ms | tok/sec: 96,563 | mfu: 1.5% | epoch: 4 | remaining: 15115s    
step 02002 (58.0%) | loss: 2.594650 | lrm: 0.84 | dt: 10143ms | tok/sec: 96,920 | mfu: 1.5% | epoch: 4 | remaining: 15105s    
step 02003 (58.0%) | loss: 2.593932 | lrm: 0.84 | dt: 10396ms | tok/sec: 94,563 | mfu: 1.5% | epoch: 4 | remaining: 15095s    
step 02004 (58.1%) | loss: 2.600448 | lrm: 0.84 | dt: 11167ms | tok/sec: 88,033 | mfu: 1.4% | epoch: 4 | remaining: 15084s    
step 02005 (58.1%) | loss: 2.600474 | lrm: 0.84 | dt: 10919ms | tok/sec: 90,030 | mfu: 1.4% | epoch: 4 | remaining: 15073s    
step 02006 (58.1%) | loss: 2.602907 | lrm: 0.84 | dt: 10548ms | tok/sec: 93,195 | mfu: 1.5% | epoch: 4 | remaining: 15062s    
step 02007 (58.2%) | loss: 2.600393 | lrm: 0.84 | dt: 10423ms | tok/sec: 94,317 | mfu: 1.5% | epoch: 4 | remaining: 15052s    
step 02008 (58.2%) | loss: 2.600594 | lrm: 0.84 | dt: 10375ms | tok/sec: 94,752 | mfu: 1.5% | epoch: 4 | remaining: 15041s    
step 02009 (58.2%) | loss: 2.598980 | lrm: 0.84 | dt: 9689ms | tok/sec: 101,457 | mfu: 1.6% | epoch: 4 | remaining: 15032s    
step 02010 (58.2%) | loss: 2.595136 | lrm: 0.84 | dt: 9837ms | tok/sec: 99,928 | mfu: 1.6% | epoch: 4 | remaining: 15022s    
step 02011 (58.3%) | loss: 2.593594 | lrm: 0.83 | dt: 10969ms | tok/sec: 89,623 | mfu: 1.4% | epoch: 4 | remaining: 15011s    
step 02012 (58.3%) | loss: 2.590130 | lrm: 0.83 | dt: 11067ms | tok/sec: 88,829 | mfu: 1.4% | epoch: 4 | remaining: 15000s    
step 02013 (58.3%) | loss: 2.593800 | lrm: 0.83 | dt: 10775ms | tok/sec: 91,232 | mfu: 1.4% | epoch: 4 | remaining: 14989s    
step 02014 (58.4%) | loss: 2.590716 | lrm: 0.83 | dt: 10599ms | tok/sec: 92,746 | mfu: 1.5% | epoch: 4 | remaining: 14978s    
step 02015 (58.4%) | loss: 2.595446 | lrm: 0.83 | dt: 10419ms | tok/sec: 94,349 | mfu: 1.5% | epoch: 4 | remaining: 14968s    
step 02016 (58.4%) | loss: 2.593134 | lrm: 0.83 | dt: 10323ms | tok/sec: 95,228 | mfu: 1.5% | epoch: 4 | remaining: 14958s    
step 02017 (58.5%) | loss: 2.595579 | lrm: 0.83 | dt: 10422ms | tok/sec: 94,320 | mfu: 1.5% | epoch: 4 | remaining: 14947s    
step 02018 (58.5%) | loss: 2.597914 | lrm: 0.83 | dt: 10065ms | tok/sec: 97,664 | mfu: 1.5% | epoch: 4 | remaining: 14937s    
step 02019 (58.5%) | loss: 2.599290 | lrm: 0.83 | dt: 9941ms | tok/sec: 98,889 | mfu: 1.6% | epoch: 4 | remaining: 14927s    
step 02020 (58.5%) | loss: 2.596924 | lrm: 0.83 | dt: 9958ms | tok/sec: 98,718 | mfu: 1.5% | epoch: 4 | remaining: 14917s    
step 02021 (58.6%) | loss: 2.598181 | lrm: 0.83 | dt: 10074ms | tok/sec: 97,578 | mfu: 1.5% | epoch: 4 | remaining: 14907s    
step 02022 (58.6%) | loss: 2.601882 | lrm: 0.83 | dt: 10892ms | tok/sec: 90,252 | mfu: 1.4% | epoch: 4 | remaining: 14896s    
step 02023 (58.6%) | loss: 2.602725 | lrm: 0.83 | dt: 10915ms | tok/sec: 90,066 | mfu: 1.4% | epoch: 4 | remaining: 14885s    
step 02024 (58.7%) | loss: 2.598381 | lrm: 0.83 | dt: 10937ms | tok/sec: 89,878 | mfu: 1.4% | epoch: 4 | remaining: 14874s    
step 02025 (58.7%) | loss: 2.597259 | lrm: 0.83 | dt: 10345ms | tok/sec: 95,021 | mfu: 1.5% | epoch: 4 | remaining: 14864s    
step 02026 (58.7%) | loss: 2.593100 | lrm: 0.83 | dt: 9959ms | tok/sec: 98,710 | mfu: 1.5% | epoch: 4 | remaining: 14854s    
step 02027 (58.7%) | loss: 2.594066 | lrm: 0.83 | dt: 9933ms | tok/sec: 98,965 | mfu: 1.6% | epoch: 4 | remaining: 14844s    
step 02028 (58.8%) | loss: 2.596238 | lrm: 0.82 | dt: 9934ms | tok/sec: 98,960 | mfu: 1.6% | epoch: 4 | remaining: 14834s    
step 02029 (58.8%) | loss: 2.600407 | lrm: 0.82 | dt: 9954ms | tok/sec: 98,754 | mfu: 1.5% | epoch: 4 | remaining: 14824s    
step 02030 (58.8%) | loss: 2.598012 | lrm: 0.82 | dt: 10002ms | tok/sec: 98,279 | mfu: 1.5% | epoch: 4 | remaining: 14814s    
step 02031 (58.8%) | loss: 2.597864 | lrm: 0.82 | dt: 11012ms | tok/sec: 89,271 | mfu: 1.4% | epoch: 4 | remaining: 14803s    
step 02032 (58.9%) | loss: 2.594870 | lrm: 0.82 | dt: 10991ms | tok/sec: 89,439 | mfu: 1.4% | epoch: 4 | remaining: 14792s    
step 02033 (58.9%) | loss: 2.591243 | lrm: 0.82 | dt: 10789ms | tok/sec: 91,115 | mfu: 1.4% | epoch: 4 | remaining: 14782s    
step 02034 (58.9%) | loss: 2.590404 | lrm: 0.82 | dt: 10275ms | tok/sec: 95,675 | mfu: 1.5% | epoch: 4 | remaining: 14771s    
step 02035 (59.0%) | loss: 2.587646 | lrm: 0.82 | dt: 10228ms | tok/sec: 96,109 | mfu: 1.5% | epoch: 4 | remaining: 14761s    
step 02036 (59.0%) | loss: 2.587954 | lrm: 0.82 | dt: 10379ms | tok/sec: 94,715 | mfu: 1.5% | epoch: 4 | remaining: 14751s    
step 02037 (59.0%) | loss: 2.595330 | lrm: 0.82 | dt: 10342ms | tok/sec: 95,055 | mfu: 1.5% | epoch: 4 | remaining: 14740s    
step 02038 (59.1%) | loss: 2.592432 | lrm: 0.82 | dt: 10338ms | tok/sec: 95,086 | mfu: 1.5% | epoch: 4 | remaining: 14730s    
step 02039 (59.1%) | loss: 2.593915 | lrm: 0.82 | dt: 10307ms | tok/sec: 95,373 | mfu: 1.5% | epoch: 4 | remaining: 14720s    
step 02040 (59.1%) | loss: 2.589010 | lrm: 0.82 | dt: 10265ms | tok/sec: 95,767 | mfu: 1.5% | epoch: 4 | remaining: 14709s    
step 02041 (59.1%) | loss: 2.587255 | lrm: 0.82 | dt: 10361ms | tok/sec: 94,878 | mfu: 1.5% | epoch: 4 | remaining: 14699s    
step 02042 (59.2%) | loss: 2.589982 | lrm: 0.82 | dt: 10330ms | tok/sec: 95,165 | mfu: 1.5% | epoch: 4 | remaining: 14689s    
step 02043 (59.2%) | loss: 2.588946 | lrm: 0.82 | dt: 10316ms | tok/sec: 95,291 | mfu: 1.5% | epoch: 4 | remaining: 14678s    
step 02044 (59.2%) | loss: 2.591424 | lrm: 0.82 | dt: 10335ms | tok/sec: 95,113 | mfu: 1.5% | epoch: 4 | remaining: 14668s    
step 02045 (59.3%) | loss: 2.587734 | lrm: 0.81 | dt: 10212ms | tok/sec: 96,264 | mfu: 1.5% | epoch: 4 | remaining: 14658s    
step 02046 (59.3%) | loss: 2.589344 | lrm: 0.81 | dt: 10342ms | tok/sec: 95,052 | mfu: 1.5% | epoch: 4 | remaining: 14647s    
step 02047 (59.3%) | loss: 2.585350 | lrm: 0.81 | dt: 10331ms | tok/sec: 95,155 | mfu: 1.5% | epoch: 4 | remaining: 14637s    
step 02048 (59.3%) | loss: 2.582734 | lrm: 0.81 | dt: 10372ms | tok/sec: 94,780 | mfu: 1.5% | epoch: 4 | remaining: 14627s    
step 02049 (59.4%) | loss: 2.578461 | lrm: 0.81 | dt: 10353ms | tok/sec: 94,955 | mfu: 1.5% | epoch: 4 | remaining: 14616s    
step 02050 (59.4%) | loss: 2.581143 | lrm: 0.81 | dt: 10362ms | tok/sec: 94,865 | mfu: 1.5% | epoch: 4 | remaining: 14606s    
step 02051 (59.4%) | loss: 2.585110 | lrm: 0.81 | dt: 10380ms | tok/sec: 94,702 | mfu: 1.5% | epoch: 4 | remaining: 14596s    
step 02052 (59.5%) | loss: 2.580036 | lrm: 0.81 | dt: 10389ms | tok/sec: 94,623 | mfu: 1.5% | epoch: 4 | remaining: 14585s    
step 02053 (59.5%) | loss: 2.581294 | lrm: 0.81 | dt: 10321ms | tok/sec: 95,244 | mfu: 1.5% | epoch: 4 | remaining: 14575s    
step 02054 (59.5%) | loss: 2.581863 | lrm: 0.81 | dt: 10335ms | tok/sec: 95,116 | mfu: 1.5% | epoch: 4 | remaining: 14565s    
step 02055 (59.5%) | loss: 2.580303 | lrm: 0.81 | dt: 10451ms | tok/sec: 94,058 | mfu: 1.5% | epoch: 4 | remaining: 14554s    
step 02056 (59.6%) | loss: 2.584348 | lrm: 0.81 | dt: 10472ms | tok/sec: 93,871 | mfu: 1.5% | epoch: 4 | remaining: 14544s    
step 02057 (59.6%) | loss: 2.582216 | lrm: 0.81 | dt: 10345ms | tok/sec: 95,027 | mfu: 1.5% | epoch: 4 | remaining: 14533s    
step 02058 (59.6%) | loss: 2.582169 | lrm: 0.81 | dt: 10294ms | tok/sec: 95,497 | mfu: 1.5% | epoch: 4 | remaining: 14523s    
step 02059 (59.7%) | loss: 2.586599 | lrm: 0.81 | dt: 10303ms | tok/sec: 95,415 | mfu: 1.5% | epoch: 4 | remaining: 14513s    
step 02060 (59.7%) | loss: 2.576671 | lrm: 0.81 | dt: 10331ms | tok/sec: 95,154 | mfu: 1.5% | epoch: 4 | remaining: 14502s    
step 02061 (59.7%) | loss: 2.573569 | lrm: 0.81 | dt: 10429ms | tok/sec: 94,259 | mfu: 1.5% | epoch: 4 | remaining: 14492s    
step 02062 (59.7%) | loss: 2.581550 | lrm: 0.81 | dt: 10283ms | tok/sec: 95,594 | mfu: 1.5% | epoch: 4 | remaining: 14482s    
step 02063 (59.8%) | loss: 2.581138 | lrm: 0.80 | dt: 10321ms | tok/sec: 95,244 | mfu: 1.5% | epoch: 4 | remaining: 14471s    
step 02064 (59.8%) | loss: 2.581670 | lrm: 0.80 | dt: 10405ms | tok/sec: 94,474 | mfu: 1.5% | epoch: 4 | remaining: 14461s    
step 02065 (59.8%) | loss: 2.581838 | lrm: 0.80 | dt: 10317ms | tok/sec: 95,287 | mfu: 1.5% | epoch: 4 | remaining: 14451s    
step 02066 (59.9%) | loss: 2.578484 | lrm: 0.80 | dt: 10364ms | tok/sec: 94,851 | mfu: 1.5% | epoch: 4 | remaining: 14440s    
step 02067 (59.9%) | loss: 2.577328 | lrm: 0.80 | dt: 10397ms | tok/sec: 94,553 | mfu: 1.5% | epoch: 4 | remaining: 14430s    
step 02068 (59.9%) | loss: 2.575533 | lrm: 0.80 | dt: 10361ms | tok/sec: 94,876 | mfu: 1.5% | epoch: 4 | remaining: 14420s    
step 02069 (59.9%) | loss: 2.580592 | lrm: 0.80 | dt: 10398ms | tok/sec: 94,542 | mfu: 1.5% | epoch: 4 | remaining: 14409s    
step 02070 (60.0%) | loss: 2.582842 | lrm: 0.80 | dt: 10294ms | tok/sec: 95,493 | mfu: 1.5% | epoch: 4 | remaining: 14399s    
step 02071 (60.0%) | loss: 2.578411 | lrm: 0.80 | dt: 10357ms | tok/sec: 94,915 | mfu: 1.5% | epoch: 4 | remaining: 14389s    
step 02072 (60.0%) | loss: 2.577384 | lrm: 0.80 | dt: 10460ms | tok/sec: 93,983 | mfu: 1.5% | epoch: 4 | remaining: 14378s    
step 02073 (60.1%) | loss: 2.579537 | lrm: 0.80 | dt: 10434ms | tok/sec: 94,214 | mfu: 1.5% | epoch: 4 | remaining: 14368s    
step 02074 (60.1%) | loss: 2.583609 | lrm: 0.80 | dt: 10400ms | tok/sec: 94,525 | mfu: 1.5% | epoch: 4 | remaining: 14357s    
step 02075 (60.1%) | loss: 2.582808 | lrm: 0.80 | dt: 10377ms | tok/sec: 94,728 | mfu: 1.5% | epoch: 4 | remaining: 14347s    
step 02076 (60.1%) | loss: 2.587759 | lrm: 0.80 | dt: 10414ms | tok/sec: 94,399 | mfu: 1.5% | epoch: 4 | remaining: 14336s    
step 02077 (60.2%) | loss: 2.589956 | lrm: 0.80 | dt: 10368ms | tok/sec: 94,814 | mfu: 1.5% | epoch: 4 | remaining: 14326s    
step 02078 (60.2%) | loss: 2.584868 | lrm: 0.80 | dt: 10465ms | tok/sec: 93,935 | mfu: 1.5% | epoch: 4 | remaining: 14316s    
step 02079 (60.2%) | loss: 2.583010 | lrm: 0.80 | dt: 10323ms | tok/sec: 95,226 | mfu: 1.5% | epoch: 4 | remaining: 14305s    
step 02080 (60.3%) | loss: 2.587222 | lrm: 0.79 | dt: 10360ms | tok/sec: 94,885 | mfu: 1.5% | epoch: 4 | remaining: 14295s    
step 02081 (60.3%) | loss: 2.590269 | lrm: 0.79 | dt: 10272ms | tok/sec: 95,701 | mfu: 1.5% | epoch: 4 | remaining: 14285s    
step 02082 (60.3%) | loss: 2.589012 | lrm: 0.79 | dt: 10409ms | tok/sec: 94,442 | mfu: 1.5% | epoch: 4 | remaining: 14274s    
step 02083 (60.3%) | loss: 2.586652 | lrm: 0.79 | dt: 10438ms | tok/sec: 94,181 | mfu: 1.5% | epoch: 4 | remaining: 14264s    
step 02084 (60.4%) | loss: 2.582902 | lrm: 0.79 | dt: 10334ms | tok/sec: 95,123 | mfu: 1.5% | epoch: 4 | remaining: 14253s    
step 02085 (60.4%) | loss: 2.586211 | lrm: 0.79 | dt: 10319ms | tok/sec: 95,260 | mfu: 1.5% | epoch: 4 | remaining: 14243s    
step 02086 (60.4%) | loss: 2.578446 | lrm: 0.79 | dt: 10295ms | tok/sec: 95,484 | mfu: 1.5% | epoch: 4 | remaining: 14233s    
step 02087 (60.5%) | loss: 2.584443 | lrm: 0.79 | dt: 10369ms | tok/sec: 94,804 | mfu: 1.5% | epoch: 4 | remaining: 14222s    
step 02088 (60.5%) | loss: 2.584898 | lrm: 0.79 | dt: 10461ms | tok/sec: 93,973 | mfu: 1.5% | epoch: 5 | remaining: 14212s    
step 02089 (60.5%) | loss: 2.588399 | lrm: 0.79 | dt: 10432ms | tok/sec: 94,228 | mfu: 1.5% | epoch: 5 | remaining: 14202s    
step 02090 (60.6%) | loss: 2.590287 | lrm: 0.79 | dt: 10369ms | tok/sec: 94,804 | mfu: 1.5% | epoch: 5 | remaining: 14191s    
step 02091 (60.6%) | loss: 2.594960 | lrm: 0.79 | dt: 10422ms | tok/sec: 94,319 | mfu: 1.5% | epoch: 5 | remaining: 14181s    
step 02092 (60.6%) | loss: 2.600581 | lrm: 0.79 | dt: 10393ms | tok/sec: 94,589 | mfu: 1.5% | epoch: 5 | remaining: 14170s    
step 02093 (60.6%) | loss: 2.590782 | lrm: 0.79 | dt: 10341ms | tok/sec: 95,066 | mfu: 1.5% | epoch: 5 | remaining: 14160s    
step 02094 (60.7%) | loss: 2.585598 | lrm: 0.79 | dt: 10260ms | tok/sec: 95,808 | mfu: 1.5% | epoch: 5 | remaining: 14150s    
step 02095 (60.7%) | loss: 2.586778 | lrm: 0.79 | dt: 10359ms | tok/sec: 94,897 | mfu: 1.5% | epoch: 5 | remaining: 14139s    
step 02096 (60.7%) | loss: 2.585258 | lrm: 0.79 | dt: 10356ms | tok/sec: 94,921 | mfu: 1.5% | epoch: 5 | remaining: 14129s    
step 02097 (60.8%) | loss: 2.583041 | lrm: 0.78 | dt: 10294ms | tok/sec: 95,500 | mfu: 1.5% | epoch: 5 | remaining: 14119s    
step 02098 (60.8%) | loss: 2.578351 | lrm: 0.78 | dt: 10449ms | tok/sec: 94,084 | mfu: 1.5% | epoch: 5 | remaining: 14108s    
step 02099 (60.8%) | loss: 2.582536 | lrm: 0.78 | dt: 10369ms | tok/sec: 94,803 | mfu: 1.5% | epoch: 5 | remaining: 14098s    
step 02100 (60.8%) | loss: 2.586939 | lrm: 0.78 | dt: 10415ms | tok/sec: 94,385 | mfu: 1.5% | epoch: 5 | remaining: 14088s    
step 02101 (60.9%) | loss: 2.582898 | lrm: 0.78 | dt: 10379ms | tok/sec: 94,717 | mfu: 1.5% | epoch: 5 | remaining: 14077s    
step 02102 (60.9%) | loss: 2.580415 | lrm: 0.78 | dt: 10401ms | tok/sec: 94,515 | mfu: 1.5% | epoch: 5 | remaining: 14067s    
step 02103 (60.9%) | loss: 2.581704 | lrm: 0.78 | dt: 10276ms | tok/sec: 95,667 | mfu: 1.5% | epoch: 5 | remaining: 14057s    
step 02104 (61.0%) | loss: 2.584431 | lrm: 0.78 | dt: 10316ms | tok/sec: 95,290 | mfu: 1.5% | epoch: 5 | remaining: 14046s    
step 02105 (61.0%) | loss: 2.580942 | lrm: 0.78 | dt: 10382ms | tok/sec: 94,686 | mfu: 1.5% | epoch: 5 | remaining: 14036s    
step 02106 (61.0%) | loss: 2.578658 | lrm: 0.78 | dt: 11538ms | tok/sec: 85,199 | mfu: 1.3% | epoch: 5 | remaining: 14024s    
step 02107 (61.0%) | loss: 2.587313 | lrm: 0.78 | dt: 10691ms | tok/sec: 91,951 | mfu: 1.4% | epoch: 5 | remaining: 14014s    
step 02108 (61.1%) | loss: 2.586304 | lrm: 0.78 | dt: 10713ms | tok/sec: 91,763 | mfu: 1.4% | epoch: 5 | remaining: 14003s    
step 02109 (61.1%) | loss: 2.587168 | lrm: 0.78 | dt: 10321ms | tok/sec: 95,244 | mfu: 1.5% | epoch: 5 | remaining: 13993s    
step 02110 (61.1%) | loss: 2.591868 | lrm: 0.78 | dt: 10230ms | tok/sec: 96,097 | mfu: 1.5% | epoch: 5 | remaining: 13982s    
step 02111 (61.2%) | loss: 2.592143 | lrm: 0.78 | dt: 10118ms | tok/sec: 97,162 | mfu: 1.5% | epoch: 5 | remaining: 13972s    
step 02112 (61.2%) | loss: 2.581399 | lrm: 0.78 | dt: 10140ms | tok/sec: 96,946 | mfu: 1.5% | epoch: 5 | remaining: 13962s    
step 02113 (61.2%) | loss: 2.581800 | lrm: 0.78 | dt: 10110ms | tok/sec: 97,232 | mfu: 1.5% | epoch: 5 | remaining: 13952s    
step 02114 (61.2%) | loss: 2.580866 | lrm: 0.78 | dt: 10259ms | tok/sec: 95,824 | mfu: 1.5% | epoch: 5 | remaining: 13942s    
step 02115 (61.3%) | loss: 2.576254 | lrm: 0.77 | dt: 10786ms | tok/sec: 91,140 | mfu: 1.4% | epoch: 5 | remaining: 13931s    
step 02116 (61.3%) | loss: 2.581567 | lrm: 0.77 | dt: 10917ms | tok/sec: 90,045 | mfu: 1.4% | epoch: 5 | remaining: 13920s    
step 02117 (61.3%) | loss: 2.575864 | lrm: 0.77 | dt: 11031ms | tok/sec: 89,117 | mfu: 1.4% | epoch: 5 | remaining: 13909s    
step 02118 (61.4%) | loss: 2.575255 | lrm: 0.77 | dt: 10635ms | tok/sec: 92,432 | mfu: 1.4% | epoch: 5 | remaining: 13898s    
step 02119 (61.4%) | loss: 2.579719 | lrm: 0.77 | dt: 10451ms | tok/sec: 94,066 | mfu: 1.5% | epoch: 5 | remaining: 13888s    
step 02120 (61.4%) | loss: 2.573664 | lrm: 0.77 | dt: 10360ms | tok/sec: 94,884 | mfu: 1.5% | epoch: 5 | remaining: 13878s    
step 02121 (61.5%) | loss: 2.573789 | lrm: 0.77 | dt: 10377ms | tok/sec: 94,730 | mfu: 1.5% | epoch: 5 | remaining: 13867s    
step 02122 (61.5%) | loss: 2.576378 | lrm: 0.77 | dt: 10370ms | tok/sec: 94,795 | mfu: 1.5% | epoch: 5 | remaining: 13857s    
step 02123 (61.5%) | loss: 2.571608 | lrm: 0.77 | dt: 10452ms | tok/sec: 94,051 | mfu: 1.5% | epoch: 5 | remaining: 13846s    
step 02124 (61.5%) | loss: 2.572480 | lrm: 0.77 | dt: 10411ms | tok/sec: 94,420 | mfu: 1.5% | epoch: 5 | remaining: 13836s    
step 02125 (61.6%) | loss: 2.570443 | lrm: 0.77 | dt: 10426ms | tok/sec: 94,287 | mfu: 1.5% | epoch: 5 | remaining: 13825s    
step 02126 (61.6%) | loss: 2.566771 | lrm: 0.77 | dt: 10318ms | tok/sec: 95,274 | mfu: 1.5% | epoch: 5 | remaining: 13815s    
step 02127 (61.6%) | loss: 2.572708 | lrm: 0.77 | dt: 10331ms | tok/sec: 95,156 | mfu: 1.5% | epoch: 5 | remaining: 13805s    
step 02128 (61.7%) | loss: 2.569354 | lrm: 0.77 | dt: 10358ms | tok/sec: 94,901 | mfu: 1.5% | epoch: 5 | remaining: 13794s    
step 02129 (61.7%) | loss: 2.569982 | lrm: 0.77 | dt: 10428ms | tok/sec: 94,269 | mfu: 1.5% | epoch: 5 | remaining: 13784s    
step 02130 (61.7%) | loss: 2.568434 | lrm: 0.77 | dt: 10424ms | tok/sec: 94,302 | mfu: 1.5% | epoch: 5 | remaining: 13774s    
step 02131 (61.7%) | loss: 2.571350 | lrm: 0.77 | dt: 10365ms | tok/sec: 94,839 | mfu: 1.5% | epoch: 5 | remaining: 13763s    
step 02132 (61.8%) | loss: 2.569802 | lrm: 0.76 | dt: 10388ms | tok/sec: 94,633 | mfu: 1.5% | epoch: 5 | remaining: 13753s    
step 02133 (61.8%) | loss: 2.569310 | lrm: 0.76 | dt: 10415ms | tok/sec: 94,390 | mfu: 1.5% | epoch: 5 | remaining: 13742s    
step 02134 (61.8%) | loss: 2.566967 | lrm: 0.76 | dt: 10321ms | tok/sec: 95,247 | mfu: 1.5% | epoch: 5 | remaining: 13732s    
step 02135 (61.9%) | loss: 2.560354 | lrm: 0.76 | dt: 10413ms | tok/sec: 94,405 | mfu: 1.5% | epoch: 5 | remaining: 13722s    
step 02136 (61.9%) | loss: 2.565061 | lrm: 0.76 | dt: 10381ms | tok/sec: 94,700 | mfu: 1.5% | epoch: 5 | remaining: 13711s    
step 02137 (61.9%) | loss: 2.568212 | lrm: 0.76 | dt: 10483ms | tok/sec: 93,776 | mfu: 1.5% | epoch: 5 | remaining: 13701s    
step 02138 (61.9%) | loss: 2.562191 | lrm: 0.76 | dt: 10438ms | tok/sec: 94,179 | mfu: 1.5% | epoch: 5 | remaining: 13690s    
step 02139 (62.0%) | loss: 2.557627 | lrm: 0.76 | dt: 10476ms | tok/sec: 93,841 | mfu: 1.5% | epoch: 5 | remaining: 13680s    
step 02140 (62.0%) | loss: 2.563073 | lrm: 0.76 | dt: 10414ms | tok/sec: 94,393 | mfu: 1.5% | epoch: 5 | remaining: 13670s    
step 02141 (62.0%) | loss: 2.565985 | lrm: 0.76 | dt: 10456ms | tok/sec: 94,014 | mfu: 1.5% | epoch: 5 | remaining: 13659s    
step 02142 (62.1%) | loss: 2.568601 | lrm: 0.76 | dt: 10363ms | tok/sec: 94,864 | mfu: 1.5% | epoch: 5 | remaining: 13649s    
step 02143 (62.1%) | loss: 2.571086 | lrm: 0.76 | dt: 10339ms | tok/sec: 95,082 | mfu: 1.5% | epoch: 5 | remaining: 13638s    
step 02144 (62.1%) | loss: 2.570633 | lrm: 0.76 | dt: 10428ms | tok/sec: 94,273 | mfu: 1.5% | epoch: 5 | remaining: 13628s    
step 02145 (62.1%) | loss: 2.569604 | lrm: 0.76 | dt: 10420ms | tok/sec: 94,340 | mfu: 1.5% | epoch: 5 | remaining: 13618s    
step 02146 (62.2%) | loss: 2.563306 | lrm: 0.76 | dt: 10403ms | tok/sec: 94,499 | mfu: 1.5% | epoch: 5 | remaining: 13607s    
step 02147 (62.2%) | loss: 2.563679 | lrm: 0.76 | dt: 10324ms | tok/sec: 95,217 | mfu: 1.5% | epoch: 5 | remaining: 13597s    
step 02148 (62.2%) | loss: 2.565538 | lrm: 0.76 | dt: 10388ms | tok/sec: 94,636 | mfu: 1.5% | epoch: 5 | remaining: 13586s    
step 02149 (62.3%) | loss: 2.566393 | lrm: 0.75 | dt: 10373ms | tok/sec: 94,770 | mfu: 1.5% | epoch: 5 | remaining: 13576s    
step 02150 (62.3%) | loss: 2.569056 | lrm: 0.75 | dt: 10471ms | tok/sec: 93,884 | mfu: 1.5% | epoch: 5 | remaining: 13566s    
step 02151 (62.3%) | loss: 2.570364 | lrm: 0.75 | dt: 10463ms | tok/sec: 93,950 | mfu: 1.5% | epoch: 5 | remaining: 13555s    
step 02152 (62.3%) | loss: 2.572334 | lrm: 0.75 | dt: 10419ms | tok/sec: 94,350 | mfu: 1.5% | epoch: 5 | remaining: 13545s    
step 02153 (62.4%) | loss: 2.577193 | lrm: 0.75 | dt: 10390ms | tok/sec: 94,618 | mfu: 1.5% | epoch: 5 | remaining: 13534s    
step 02154 (62.4%) | loss: 2.574623 | lrm: 0.75 | dt: 10342ms | tok/sec: 95,052 | mfu: 1.5% | epoch: 5 | remaining: 13524s    
step 02155 (62.4%) | loss: 2.576920 | lrm: 0.75 | dt: 10348ms | tok/sec: 94,999 | mfu: 1.5% | epoch: 5 | remaining: 13514s    
step 02156 (62.5%) | loss: 2.573005 | lrm: 0.75 | dt: 10398ms | tok/sec: 94,537 | mfu: 1.5% | epoch: 5 | remaining: 13503s    
step 02157 (62.5%) | loss: 2.573149 | lrm: 0.75 | dt: 10067ms | tok/sec: 97,654 | mfu: 1.5% | epoch: 5 | remaining: 13493s    
step 02158 (62.5%) | loss: 2.573707 | lrm: 0.75 | dt: 9854ms | tok/sec: 99,755 | mfu: 1.6% | epoch: 5 | remaining: 13483s    
